date,disaster_type,id,location,severity_index,year,month,day,day_of_week
,DISASTER_TYPE,Incident_Count,Location,Severity_Index,,,,
2020-09-06,FIRE,1,KANSAWORDO,1,2020.0,9.0,6.0,6.0
2020-10-20,FIRE,1,TAKORADI,1,2020.0,10.0,20.0,1.0
2020-10-23,FIRE,1,ZONGO,1,2020.0,10.0,23.0,4.0
2020-10-28,FIRE,1,MARKET,1,2020.0,10.0,28.0,2.0
2020-11-08,FIRE,1,TAKORADI NO.1,1,2020.0,11.0,8.0,6.0
2020-11-19,FIRE,1,SEKONDI,1,2020.0,11.0,19.0,3.0
2020-11-28,FLOOD,1,"NTAKOFUL,KANSAWORDO,DIBENE",1,2020.0,11.0,28.0,5.0
2020-01-04,RAIN_STORM,1,ASANKRANGWA,1,2020.0,1.0,4.0,5.0
2020-01-04,RAIN_STORM,1,ASUOHYIAM,1,2020.0,1.0,4.0,5.0
2020-01-04,RAIN_STORM,1,SAMREBOI,1,2020.0,1.0,4.0,5.0
2020-01-04,RAIN_STORM,1,BREMAN,1,2020.0,1.0,4.0,5.0
2020-01-04,RAIN_STORM,1,MUMUNI,1,2020.0,1.0,4.0,5.0
2020-01-04,RAIN_STORM,1,PATAKORO,1,2020.0,1.0,4.0,5.0
2020-01-04,RAIN_STORM,1,ATOBRAKROM,1,2020.0,1.0,4.0,5.0
2020-01-04,RAIN_STORM,1,JAMESBOA,1,2020.0,1.0,4.0,5.0
2020-01-04,RAIN_STORM,1,GYAMAN,1,2020.0,1.0,4.0,5.0
2020-01-04,RAIN_STORM,1,SIKA NTI,1,2020.0,1.0,4.0,5.0
2020-01-04,RAIN_STORM,1,KWABENG,1,2020.0,1.0,4.0,5.0
2020-01-04,RAIN_STORM,1,ODAA AHENKRO,1,2020.0,1.0,4.0,5.0
2020-01-04,RAIN_STORM,1,MEMPEASEM,1,2020.0,1.0,4.0,5.0
2020-11-05,FLOOD,1,ASUOHYIAM,1,2020.0,11.0,5.0,3.0
2020-11-05,FLOOD,1,ATOBRAKROM,1,2020.0,11.0,5.0,3.0
2020-07-27,FIRE,1,AWORABO,1,2020.0,7.0,27.0,0.0
2020-12-08,FIRE,1,NEW TOWN,1,2020.0,12.0,8.0,1.0
2020-03-18,FIRE,1,AGYEIKROM,1,2020.0,3.0,18.0,2.0
2020-04-05,RAIN_STORM,1,KROFROM,1,2020.0,4.0,5.0,6.0
2020-04-09,MAN_MADE,1,ABOSO,1,2020.0,4.0,9.0,3.0
2020-04-27,RAIN_STORM,1,"GYIMAKROM,ADADEKROM",1,2020.0,4.0,27.0,0.0
2020-04-30,MAN_MADE,1,ABOSO,1,2020.0,4.0,30.0,3.0
2020-05-11,RAIN_STORM,1,EHYIRESO,1,2020.0,5.0,11.0,0.0
2020-05-18,RAIN_STORM,1,BEPOH,1,2020.0,5.0,18.0,0.0
2020-05-25,MAN_MADE,1,"DAMANG,DUMASI",1,2020.0,5.0,25.0,0.0
,FIRE,1,ELLOWULE,1,,,,
2020-02-20,FIRE,1,EHOAKA,1,2020.0,2.0,20.0,3.0
2020-03-22,FIRE,1,ELUBO,1,2020.0,3.0,22.0,6.0
2020-03-10,FLOOD,1,ELUBO,1,2020.0,3.0,10.0,1.0
2020-03-14,RAIN_STORM,1,HALF ASSIN,1,2020.0,3.0,14.0,5.0
2020-04-01,RAIN_STORM,1,"ANLOMATOUPE,HALF ASSINI,TAKINTA,ATWEBA, EDOBO,ELENDA,EFFASU,ENZINYI TIANU,BOAKWA",1,2020.0,4.0,1.0,2.0
2020-04-25,FIRE,1,AMANZULE NORTH,1,2020.0,4.0,25.0,5.0
2020-06-17,FIRE,1,EKEGYINA,1,2020.0,6.0,17.0,2.0
2020-06-30,FLOOD,1,"OLD EDOBO,NEWEDOBO,ATWEBANSO",1,2020.0,6.0,30.0,1.0
2020-01-07,FLOOD,1,OLD EDOBO,1,2020.0,1.0,7.0,1.0
2020-02-07,FLOOD,1,NEW EDOBO,1,2020.0,2.0,7.0,4.0
2020-03-07,FLOOD,1,ATWEBAN,1,2020.0,3.0,7.0,5.0
2020-07-15,FIRE,1,ALEWULE,1,2020.0,7.0,15.0,2.0
2020-01-08,FIRE,1,KABSUAZO,1,2020.0,1.0,8.0,2.0
2020-02-08,FIRE,1,JAWAY,1,2020.0,2.0,8.0,5.0
2020-06-08,FIRE,1,J/WHARF,1,2020.0,6.0,8.0,0.0
2020-11-10,FIRE,1,ESIAMA,1,2020.0,11.0,10.0,1.0
